Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Fare_Tax,Food Charges,Luggage Charges
1,1,0,4.0,0,2,81.8583,0,24.55749,122.78745,49.11498
1,2,1,13.0,0,1,19.5,0,5.85,29.25,11.7
1,1,0,34.0,0,0,26.55,0,7.965,39.825,15.93
1,3,1,5.0,2,1,19.2583,1,5.77749,28.88745,11.55498
1,1,0,52.0,0,0,30.5,0,9.15,45.75,18.3
0,2,0,36.0,1,2,27.75,0,8.325,41.625,16.65
0,1,0,30.0,0,0,27.75,1,8.325,41.625,16.65
1,1,0,49.0,1,0,89.1042,1,26.73126,133.6563,53.46252
1,3,0,29.0,0,0,7.8958,1,2.36874,11.8437,4.73748
0,1,0,65.0,0,0,26.55,0,7.965,39.825,15.93
1,2,1,50.0,0,0,10.5,0,3.15,15.75,6.3
1,1,0,48.0,0,0,26.55,0,7.965,39.825,15.93
0,3,0,34.0,0,0,8.05,0,2.415,12.075,4.83
0,1,0,47.0,0,0,38.5,0,11.55,57.75,23.1
0,2,0,48.0,0,0,13.0,0,3.9,19.5,7.8
0,3,0,38.0,0,0,7.05,0,2.115,10.575,4.23
0,1,0,56.0,0,0,26.55,0,7.965,39.825,15.93
1,3,1,0.75,2,1,19.2583,1,5.77749,28.88745,11.55498
0,3,0,38.0,0,0,8.6625,0,2.59875,12.99375,5.1975
1,2,1,33.0,1,2,27.75,0,8.325,41.625,16.65
1,2,1,23.0,0,0,13.7917,1,4.13751,20.68755,8.27502
0,3,1,22.0,0,0,9.8375,0,2.95125,14.75625,5.9025
0,2,0,34.0,1,0,21.0,0,6.3,31.5,12.6
0,3,0,29.0,1,0,7.0458,0,2.11374,10.5687,4.22748
0,3,0,22.0,0,0,7.5208,0,2.25624,11.2812,4.51248
1,3,1,2.0,0,1,12.2875,0,3.68625,18.43125,7.3725
0,3,0,9.0,5,2,46.9,0,14.07,70.35,28.14
0,3,0,50.0,0,0,8.05,0,2.415,12.075,4.83
1,3,1,63.0,0,0,9.5875,0,2.87625,14.38125,5.7525
1,1,0,25.0,1,0,91.0792,1,27.32376,136.6188,54.64752
1,1,1,35.0,1,0,90.0,0,27.0,135.0,54.0
0,1,0,58.0,0,0,29.7,1,8.91,44.55,17.82
0,3,0,30.0,0,0,8.05,0,2.415,12.075,4.83
1,3,0,9.0,1,1,15.9,0,4.77,23.85,9.54
0,3,0,21.0,0,0,7.25,0,2.175,10.875,4.35
0,1,0,55.0,0,0,30.5,0,9.15,45.75,18.3
0,1,0,71.0,0,0,49.5042,1,14.85126,74.2563,29.70252
0,3,0,21.0,0,0,8.05,0,2.415,12.075,4.83
1,1,1,54.0,1,0,78.2667,1,23.48001,117.40005,46.96002
0,1,1,25.0,1,2,151.55,0,45.465,227.325,90.93
0,3,0,24.0,0,0,7.7958,0,2.33874,11.6937,4.67748
0,3,0,17.0,0,0,8.6625,0,2.59875,12.99375,5.1975
0,3,1,21.0,0,0,7.75,2,2.325,11.625,4.65
0,3,1,37.0,0,0,9.5875,0,2.87625,14.38125,5.7525
1,1,1,16.0,0,0,86.5,0,25.95,129.75,51.9
0,1,0,18.0,1,0,108.9,1,32.67,163.35,65.34
1,2,1,33.0,0,2,26.0,0,7.8,39.0,15.6
0,3,0,28.0,0,0,22.525,0,6.7575,33.7875,13.515
1,3,0,26.0,0,0,56.4958,0,16.94874,84.7437,33.89748
1,3,0,29.0,0,0,7.75,2,2.325,11.625,4.65
1,1,0,36.0,0,0,26.2875,0,7.88625,39.43125,15.7725
1,1,1,54.0,1,0,59.4,1,17.82,89.1,35.64
0,3,0,24.0,0,0,7.4958,0,2.24874,11.2437,4.49748
0,1,0,47.0,0,0,34.0208,0,10.20624,51.0312,20.41248
1,2,1,34.0,0,0,10.5,0,3.15,15.75,6.3
1,2,1,36.0,1,0,26.0,0,7.8,39.0,15.6
0,3,0,32.0,0,0,7.8958,0,2.36874,11.8437,4.73748
1,1,1,30.0,0,0,93.5,0,28.05,140.25,56.1
0,3,0,22.0,0,0,7.8958,0,2.36874,11.8437,4.73748
1,1,1,44.0,0,1,57.9792,1,17.39376,86.9688,34.78752
0,3,0,40.5,0,0,7.75,2,2.325,11.625,4.65
1,2,1,50.0,0,0,10.5,0,3.15,15.75,6.3
0,3,0,39.0,0,0,7.925,0,2.3775,11.8875,4.755
0,2,0,23.0,2,1,11.5,0,3.45,17.25,6.9
1,2,1,2.0,1,1,26.0,0,7.8,39.0,15.6
0,3,0,17.0,1,1,7.2292,1,2.16876,10.8438,4.33752
0,3,1,30.0,0,0,8.6625,0,2.59875,12.99375,5.1975
1,2,1,7.0,0,2,26.25,0,7.875,39.375,15.75
0,1,0,45.0,0,0,26.55,0,7.965,39.825,15.93
1,1,1,30.0,0,0,106.425,1,31.9275,159.6375,63.855
1,1,1,22.0,0,2,49.5,1,14.85,74.25,29.7
1,1,1,36.0,0,2,71.0,0,21.3,106.5,42.6
0,3,1,9.0,4,2,31.275,0,9.3825,46.9125,18.765
0,3,1,11.0,4,2,31.275,0,9.3825,46.9125,18.765
1,2,0,32.0,1,0,26.0,0,7.8,39.0,15.6
0,1,0,50.0,1,0,106.425,1,31.9275,159.6375,63.855
0,1,0,64.0,0,0,26.0,0,7.8,39.0,15.6
1,2,1,19.0,1,0,26.0,0,7.8,39.0,15.6
0,3,0,33.0,1,1,20.525,0,6.1575,30.7875,12.315
1,2,0,8.0,1,1,36.75,0,11.025,55.125,22.05
1,1,0,17.0,0,2,110.8833,1,33.26499,166.32495,66.52998
0,2,0,27.0,0,0,26.0,0,7.8,39.0,15.6
1,3,0,22.0,0,0,7.225,1,2.1675,10.8375,4.335
1,3,1,22.0,0,0,7.775,0,2.3325,11.6625,4.665
0,1,0,62.0,0,0,26.55,0,7.965,39.825,15.93
1,1,1,48.0,1,0,39.6,1,11.88,59.4,23.76
1,1,1,39.0,1,1,79.65,0,23.895,119.475,47.79
1,3,1,36.0,1,0,17.4,0,5.22,26.1,10.44
0,3,0,40.0,0,0,7.8958,0,2.36874,11.8437,4.73748
0,2,0,28.0,0,0,13.5,0,4.05,20.25,8.1
0,3,0,24.0,2,0,24.15,0,7.245,36.225,14.49
0,3,0,19.0,0,0,7.8958,0,2.36874,11.8437,4.73748
0,3,1,29.0,0,4,21.075,0,6.3225,31.6125,12.645
1,3,0,32.0,0,0,7.8542,0,2.35626,11.7813,4.71252
1,2,0,62.0,0,0,10.5,0,3.15,15.75,6.3
1,1,1,53.0,2,0,51.4792,0,15.44376,77.2188,30.88752
1,1,0,36.0,0,0,26.3875,0,7.91625,39.58125,15.8325
0,3,0,16.0,0,0,8.05,0,2.415,12.075,4.83
0,3,0,19.0,0,0,14.5,0,4.35,21.75,8.7
1,2,1,34.0,0,0,13.0,0,3.9,19.5,7.8
1,1,1,39.0,1,0,55.9,0,16.77,83.85,33.54
1,3,0,32.0,0,0,7.925,0,2.3775,11.8875,4.755
1,2,1,25.0,1,1,30.0,0,9.0,45.0,18.0
1,1,1,39.0,1,1,110.8833,1,33.26499,166.32495,66.52998
0,2,0,54.0,0,0,26.0,0,7.8,39.0,15.6
0,1,0,36.0,0,0,40.125,1,12.0375,60.1875,24.075
1,1,1,18.0,0,2,79.65,0,23.895,119.475,47.79
0,2,0,47.0,0,0,15.0,0,4.5,22.5,9.0
1,1,0,60.0,1,1,79.2,1,23.76,118.8,47.52
0,3,0,22.0,0,0,8.05,0,2.415,12.075,4.83
0,3,0,35.0,0,0,7.125,0,2.1375,10.6875,4.275
1,1,1,52.0,1,0,78.2667,1,23.48001,117.40005,46.96002
0,3,0,47.0,0,0,7.25,0,2.175,10.875,4.35
0,2,0,37.0,1,0,26.0,0,7.8,39.0,15.6
0,3,0,36.0,1,1,24.15,0,7.245,36.225,14.49
0,3,0,49.0,0,0,0.0,0,0.0,0.0,0.0
1,1,0,49.0,1,0,56.9292,1,17.07876,85.3938,34.15752
1,2,1,24.0,2,1,27.0,0,8.1,40.5,16.2
0,3,0,44.0,0,0,8.05,0,2.415,12.075,4.83
1,1,0,35.0,0,0,26.55,1,7.965,39.825,15.93
0,3,0,36.0,1,0,15.55,0,4.665,23.325,9.33
0,3,0,30.0,0,0,7.8958,0,2.36874,11.8437,4.73748
1,1,0,27.0,0,0,30.5,0,9.15,45.75,18.3
1,2,1,22.0,1,2,41.5792,1,12.47376,62.3688,24.94752
1,1,1,40.0,0,0,153.4625,0,46.03875,230.19375,92.0775
0,3,1,39.0,1,5,31.275,0,9.3825,46.9125,18.765
0,3,0,35.0,0,0,8.05,0,2.415,12.075,4.83
1,2,1,24.0,1,2,65.0,0,19.5,97.5,39.0
0,3,0,34.0,1,1,14.4,0,4.32,21.6,8.64
0,3,1,26.0,1,0,16.1,0,4.83,24.15,9.66
1,2,1,4.0,2,1,39.0,0,11.7,58.5,23.4
0,2,0,26.0,0,0,10.5,0,3.15,15.75,6.3
0,3,0,27.0,1,0,14.4542,1,4.33626,21.6813,8.67252
1,1,0,42.0,1,0,52.5542,0,15.76626,78.8313,31.53252
1,3,0,20.0,1,1,15.7417,1,4.72251,23.61255,9.44502
0,3,0,21.0,0,0,7.8542,0,2.35626,11.7813,4.71252
0,3,0,21.0,0,0,16.1,0,4.83,24.15,9.66
0,1,0,61.0,0,0,32.3208,0,9.69624,48.4812,19.39248
0,2,0,57.0,0,0,12.35,2,3.705,18.525,7.41
1,1,1,21.0,0,0,77.9583,0,23.38749,116.93745,46.77498
0,3,0,26.0,0,0,7.8958,0,2.36874,11.8437,4.73748
1,1,0,80.0,0,0,30.0,0,9.0,45.0,18.0
0,3,0,51.0,0,0,7.0542,0,2.11626,10.5813,4.23252
1,1,0,32.0,0,0,30.5,1,9.15,45.75,18.3
0,3,1,9.0,3,2,27.9,0,8.37,41.85,16.74
1,2,1,28.0,0,0,13.0,0,3.9,19.5,7.8
0,3,0,32.0,0,0,7.925,0,2.3775,11.8875,4.755
0,2,0,31.0,1,1,26.25,0,7.875,39.375,15.75
0,3,1,41.0,0,5,39.6875,0,11.90625,59.53125,23.8125
0,3,0,20.0,0,0,7.8542,0,2.35626,11.7813,4.71252
1,1,1,24.0,0,0,69.3,1,20.79,103.95,41.58
0,3,1,2.0,3,2,27.9,0,8.37,41.85,16.74
1,3,1,0.75,2,1,19.2583,1,5.77749,28.88745,11.55498
1,1,0,48.0,1,0,76.7292,1,23.01876,115.0938,46.03752
0,3,0,19.0,0,0,7.8958,0,2.36874,11.8437,4.73748
1,1,0,56.0,0,0,35.5,1,10.65,53.25,21.3
1,3,1,23.0,0,0,7.55,0,2.265,11.325,4.53
1,2,1,18.0,0,1,23.0,0,6.9,34.5,13.8
0,3,0,21.0,0,0,8.4333,0,2.52999,12.64995,5.05998
0,3,1,18.0,0,0,6.75,2,2.025,10.125,4.05
0,2,0,24.0,2,0,73.5,0,22.05,110.25,44.1
0,3,1,32.0,1,1,15.5,2,4.65,23.25,9.3
0,2,0,23.0,0,0,13.0,0,3.9,19.5,7.8
0,1,0,58.0,0,2,113.275,1,33.9825,169.9125,67.965
1,1,0,50.0,2,0,133.65,0,40.095,200.475,80.19
0,3,0,40.0,0,0,7.225,1,2.1675,10.8375,4.335
0,1,0,47.0,0,0,25.5875,0,7.67625,38.38125,15.3525
0,3,0,36.0,0,0,7.4958,0,2.24874,11.2437,4.49748
1,3,0,20.0,1,0,7.925,0,2.3775,11.8875,4.755
0,2,0,32.0,2,0,73.5,0,22.05,110.25,44.1
0,2,0,25.0,0,0,13.0,0,3.9,19.5,7.8
0,3,0,43.0,0,0,8.05,0,2.415,12.075,4.83
1,2,1,40.0,1,1,39.0,0,11.7,58.5,23.4
0,1,0,31.0,1,0,52.0,0,15.6,78.0,31.2
0,2,0,70.0,0,0,10.5,0,3.15,15.75,6.3
1,2,0,31.0,0,0,13.0,0,3.9,19.5,7.8
0,3,0,18.0,0,0,7.775,0,2.3325,11.6625,4.665
0,3,0,24.5,0,0,8.05,0,2.415,12.075,4.83
1,3,1,18.0,0,0,9.8417,0,2.95251,14.76255,5.90502
0,3,1,43.0,1,6,46.9,0,14.07,70.35,28.14
1,1,0,36.0,0,1,512.3292,1,153.69876,768.4938,307.39752
1,1,0,27.0,0,0,76.7292,1,23.01876,115.0938,46.03752
0,3,0,20.0,0,0,9.225,0,2.7675,13.8375,5.535
0,3,0,14.0,5,2,46.9,0,14.07,70.35,28.14
0,2,0,60.0,1,1,39.0,0,11.7,58.5,23.4
0,2,0,25.0,1,2,41.5792,1,12.47376,62.3688,24.94752
0,3,0,14.0,4,1,39.6875,0,11.90625,59.53125,23.8125
0,3,0,19.0,0,0,10.1708,0,3.05124,15.2562,6.10248
0,3,0,18.0,0,0,7.7958,0,2.33874,11.6937,4.67748
1,1,1,15.0,0,1,211.3375,0,63.40125,317.00625,126.8025
1,1,0,31.0,1,0,57.0,0,17.1,85.5,34.2
1,3,1,4.0,0,1,13.4167,1,4.02501,20.12505,8.05002
0,3,0,25.0,0,0,7.225,1,2.1675,10.8375,4.335
0,1,0,60.0,0,0,26.55,0,7.965,39.825,15.93
0,2,0,52.0,0,0,13.5,0,4.05,20.25,8.1
0,3,0,44.0,0,0,8.05,0,2.415,12.075,4.83
0,1,0,49.0,1,1,110.8833,1,33.26499,166.32495,66.52998
0,3,0,42.0,0,0,7.65,0,2.295,11.475,4.59
1,1,1,18.0,1,0,227.525,1,68.2575,341.2875,136.515
1,1,0,35.0,0,0,26.2875,0,7.88625,39.43125,15.7725
0,3,1,18.0,0,1,14.4542,1,4.33626,21.6813,8.67252
0,3,0,25.0,0,0,7.7417,2,2.32251,11.61255,4.64502
0,3,0,26.0,1,0,7.8542,0,2.35626,11.7813,4.71252
0,2,0,39.0,0,0,26.0,0,7.8,39.0,15.6
1,2,1,45.0,0,0,13.5,0,4.05,20.25,8.1
1,1,0,42.0,0,0,26.2875,0,7.88625,39.43125,15.7725
1,1,1,22.0,0,0,151.55,0,45.465,227.325,90.93
1,1,1,24.0,0,0,49.5042,1,14.85126,74.2563,29.70252
1,1,0,48.0,1,0,52.0,0,15.6,78.0,31.2
0,3,0,29.0,0,0,9.4833,0,2.84499,14.22495,5.68998
0,2,0,52.0,0,0,13.0,0,3.9,19.5,7.8
0,3,0,19.0,0,0,7.65,0,2.295,11.475,4.59
1,1,1,38.0,0,0,227.525,1,68.2575,341.2875,136.515
1,2,1,27.0,0,0,10.5,0,3.15,15.75,6.3
0,3,0,33.0,0,0,7.775,0,2.3325,11.6625,4.665
1,2,1,6.0,0,1,33.0,0,9.9,49.5,19.8
0,3,0,17.0,1,0,7.0542,0,2.11626,10.5813,4.23252
0,2,0,34.0,0,0,13.0,0,3.9,19.5,7.8
0,2,0,50.0,0,0,13.0,0,3.9,19.5,7.8
1,1,0,27.0,1,0,53.1,0,15.93,79.65,31.86
0,3,0,20.0,0,0,8.6625,0,2.59875,12.99375,5.1975
1,2,1,30.0,3,0,21.0,0,6.3,31.5,12.6
0,2,0,25.0,1,0,26.0,0,7.8,39.0,15.6
0,3,1,25.0,1,0,7.925,0,2.3775,11.8875,4.755
1,1,1,29.0,0,0,211.3375,0,63.40125,317.00625,126.8025
0,3,0,11.0,0,0,18.7875,1,5.63625,28.18125,11.2725
0,2,0,23.0,0,0,13.0,0,3.9,19.5,7.8
0,2,0,23.0,0,0,13.0,0,3.9,19.5,7.8
0,3,0,28.5,0,0,16.1,0,4.83,24.15,9.66
0,3,1,48.0,1,3,34.375,0,10.3125,51.5625,20.625
1,1,0,35.0,0,0,512.3292,1,153.69876,768.4938,307.39752
0,1,0,36.0,1,0,78.85,0,23.655,118.275,47.31
1,1,1,21.0,2,2,262.375,1,78.7125,393.5625,157.425
0,3,0,24.0,1,0,16.1,0,4.83,24.15,9.66
1,3,0,31.0,0,0,7.925,0,2.3775,11.8875,4.755
0,1,0,70.0,1,1,71.0,0,21.3,106.5,42.6
0,3,0,16.0,1,1,20.25,0,6.075,30.375,12.15
1,2,1,30.0,0,0,13.0,0,3.9,19.5,7.8
0,1,0,19.0,1,0,53.1,0,15.93,79.65,31.86
0,3,0,31.0,0,0,7.75,2,2.325,11.625,4.65
1,2,1,4.0,1,1,23.0,0,6.9,34.5,13.8
1,3,0,6.0,0,1,12.475,0,3.7425,18.7125,7.485
0,3,0,33.0,0,0,9.5,0,2.85,14.25,5.7
0,3,0,23.0,0,0,7.8958,0,2.36874,11.8437,4.73748
1,2,1,48.0,1,2,65.0,0,19.5,97.5,39.0
1,2,0,0.67,1,1,14.5,0,4.35,21.75,8.7
0,3,0,28.0,0,0,7.7958,0,2.33874,11.6937,4.67748
0,2,0,18.0,0,0,11.5,0,3.45,17.25,6.9
0,3,0,34.0,0,0,8.05,0,2.415,12.075,4.83
1,1,1,33.0,0,0,86.5,0,25.95,129.75,51.9
0,3,0,41.0,0,0,7.125,0,2.1375,10.6875,4.275
1,3,0,20.0,0,0,7.2292,1,2.16876,10.8438,4.33752
1,1,1,36.0,1,2,120.0,0,36.0,180.0,72.0
0,3,0,16.0,0,0,7.775,0,2.3325,11.6625,4.665
1,1,1,51.0,1,0,77.9583,0,23.38749,116.93745,46.77498
0,3,1,30.5,0,0,7.75,2,2.325,11.625,4.65
0,3,0,32.0,0,0,8.3625,0,2.50875,12.54375,5.0175
0,3,0,24.0,0,0,9.5,0,2.85,14.25,5.7
0,3,0,48.0,0,0,7.8542,0,2.35626,11.7813,4.71252
0,2,1,57.0,0,0,10.5,0,3.15,15.75,6.3
1,2,1,54.0,1,3,23.0,0,6.9,34.5,13.8
0,3,0,18.0,0,0,7.75,0,2.325,11.625,4.65
1,3,1,5.0,0,0,12.475,0,3.7425,18.7125,7.485
1,1,1,43.0,0,1,211.3375,0,63.40125,317.00625,126.8025
1,3,1,13.0,0,0,7.2292,1,2.16876,10.8438,4.33752
1,1,1,17.0,1,0,57.0,0,17.1,85.5,34.2
0,1,0,29.0,0,0,30.0,0,9.0,45.0,18.0
0,3,0,25.0,0,0,7.05,0,2.115,10.575,4.23
0,3,0,25.0,0,0,7.25,0,2.175,10.875,4.35
1,3,1,18.0,0,0,7.4958,0,2.24874,11.2437,4.49748
0,3,0,8.0,4,1,29.125,2,8.7375,43.6875,17.475
1,3,0,1.0,1,2,20.575,0,6.1725,30.8625,12.345
0,1,0,46.0,0,0,79.2,1,23.76,118.8,47.52
0,2,0,16.0,0,0,26.0,0,7.8,39.0,15.6
0,3,0,25.0,0,0,7.8958,0,2.36874,11.8437,4.73748
0,2,0,39.0,0,0,13.0,0,3.9,19.5,7.8
1,1,1,49.0,0,0,25.9292,0,7.77876,38.8938,15.55752
1,3,1,31.0,0,0,8.6833,0,2.60499,13.02495,5.20998
0,3,0,30.0,0,0,7.2292,1,2.16876,10.8438,4.33752
0,3,1,30.0,1,1,24.15,0,7.245,36.225,14.49
0,2,0,34.0,0,0,13.0,0,3.9,19.5,7.8
1,2,1,31.0,1,1,26.25,0,7.875,39.375,15.75
1,1,0,11.0,1,2,120.0,0,36.0,180.0,72.0
1,3,0,0.42,0,1,8.5167,1,2.55501,12.77505,5.11002
1,3,0,27.0,0,0,6.975,0,2.0925,10.4625,4.185
0,3,0,31.0,0,0,7.775,0,2.3325,11.6625,4.665
0,1,0,39.0,0,0,0.0,0,0.0,0.0,0.0
0,3,1,18.0,0,0,7.775,0,2.3325,11.6625,4.665
0,2,0,39.0,0,0,13.0,0,3.9,19.5,7.8
1,1,1,33.0,1,0,53.1,0,15.93,79.65,31.86
0,3,0,26.0,0,0,7.8875,0,2.36625,11.83125,4.7325
0,3,0,39.0,0,0,24.15,0,7.245,36.225,14.49
0,2,0,35.0,0,0,10.5,0,3.15,15.75,6.3
0,3,1,6.0,4,2,31.275,0,9.3825,46.9125,18.765
0,3,0,30.5,0,0,8.05,0,2.415,12.075,4.83
0,3,1,23.0,0,0,7.925,0,2.3775,11.8875,4.755
0,2,0,31.0,1,1,37.0042,1,11.10126,55.5063,22.20252
0,3,0,43.0,0,0,6.45,0,1.935,9.675,3.87
0,3,0,10.0,3,2,27.9,0,8.37,41.85,16.74
1,1,1,52.0,1,1,93.5,0,28.05,140.25,56.1
1,3,0,27.0,0,0,8.6625,0,2.59875,12.99375,5.1975
0,1,0,38.0,0,0,0.0,0,0.0,0.0,0.0
1,3,1,27.0,0,1,12.475,0,3.7425,18.7125,7.485
0,3,0,2.0,4,1,39.6875,0,11.90625,59.53125,23.8125
1,2,0,1.0,0,2,37.0042,1,11.10126,55.5063,22.20252
1,3,1,15.0,1,0,14.4542,1,4.33626,21.6813,8.67252
1,2,0,0.83,1,1,18.75,0,5.625,28.125,11.25
0,3,0,23.0,0,0,7.8542,0,2.35626,11.7813,4.71252
0,3,0,18.0,0,0,8.3,0,2.49,12.45,4.98
1,1,1,39.0,1,1,83.1583,1,24.94749,124.73745,49.89498
0,3,0,21.0,0,0,8.6625,0,2.59875,12.99375,5.1975
1,3,0,32.0,0,0,56.4958,0,16.94874,84.7437,33.89748
0,3,0,20.0,0,0,7.925,0,2.3775,11.8875,4.755
0,2,0,16.0,0,0,10.5,0,3.15,15.75,6.3
1,1,1,30.0,0,0,31.0,1,9.3,46.5,18.6
0,3,0,34.5,0,0,6.4375,1,1.93125,9.65625,3.8625
0,3,0,17.0,0,0,8.6625,0,2.59875,12.99375,5.1975
0,3,0,42.0,0,0,7.55,0,2.265,11.325,4.53
0,3,0,35.0,0,0,7.8958,1,2.36874,11.8437,4.73748
0,2,0,28.0,0,1,33.0,0,9.9,49.5,19.8
0,3,0,4.0,4,2,31.275,0,9.3825,46.9125,18.765
0,3,0,74.0,0,0,7.775,0,2.3325,11.6625,4.665
0,3,1,9.0,1,1,15.2458,1,4.57374,22.8687,9.14748
1,1,1,16.0,0,1,39.4,0,11.82,59.1,23.64
0,2,1,44.0,1,0,26.0,0,7.8,39.0,15.6
1,3,1,18.0,0,1,9.35,0,2.805,14.025,5.61
1,1,1,45.0,1,1,164.8667,0,49.46001,247.30005,98.92002
1,1,0,51.0,0,0,26.55,0,7.965,39.825,15.93
1,3,1,24.0,0,3,19.2583,1,5.77749,28.88745,11.55498
0,3,0,41.0,2,0,14.1083,0,4.23249,21.16245,8.46498
0,2,0,21.0,1,0,11.5,0,3.45,17.25,6.9
1,1,1,48.0,0,0,25.9292,0,7.77876,38.8938,15.55752
0,2,0,24.0,0,0,13.0,0,3.9,19.5,7.8
1,2,1,42.0,0,0,13.0,0,3.9,19.5,7.8
1,2,1,27.0,1,0,13.8583,1,4.15749,20.78745,8.31498
0,1,0,31.0,0,0,50.4958,0,15.14874,75.7437,30.29748
1,3,0,4.0,1,1,11.1333,0,3.33999,16.69995,6.67998
0,3,0,26.0,0,0,7.8958,0,2.36874,11.8437,4.73748
1,1,1,47.0,1,1,52.5542,0,15.76626,78.8313,31.53252
0,1,0,33.0,0,0,5.0,0,1.5,7.5,3.0
0,3,0,47.0,0,0,9.0,0,2.7,13.5,5.4
1,2,1,28.0,1,0,24.0,1,7.2,36.0,14.4
1,3,1,15.0,0,0,7.225,1,2.1675,10.8375,4.335
0,3,0,20.0,0,0,9.8458,0,2.95374,14.7687,5.90748
0,3,0,19.0,0,0,7.8958,0,2.36874,11.8437,4.73748
1,1,1,56.0,0,1,83.1583,1,24.94749,124.73745,49.89498
1,2,1,25.0,0,1,26.0,0,7.8,39.0,15.6
0,3,0,33.0,0,0,7.8958,0,2.36874,11.8437,4.73748
0,3,1,22.0,0,0,10.5167,0,3.15501,15.77505,6.31002
0,2,0,28.0,0,0,10.5,0,3.15,15.75,6.3
0,3,0,25.0,0,0,7.05,0,2.115,10.575,4.23
0,3,1,39.0,0,5,29.125,2,8.7375,43.6875,17.475
0,2,0,27.0,0,0,13.0,0,3.9,19.5,7.8
1,1,1,19.0,0,0,30.0,0,9.0,45.0,18.0
1,1,0,26.0,0,0,30.0,1,9.0,45.0,18.0
0,3,0,32.0,0,0,7.75,2,2.325,11.625,4.65
